geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Maritime,1_analytic_mean,9821672,5894,5894,1,1,71976976.0,0.0,282485376.0
Maritime,1_analytic_mean,9296091,1769,1769,1,1,71110584.0,0.0,281875264.0
Maritime,1_analytic_mean,10193575,8799,8799,1,1,70354016.0,0.0,282485376.0
Maritime,1_analytic_mean,9969453,7048,7048,1,1,69036160.0,0.0,277604480.0
Maritime,1_analytic_mean,10116831,8194,8194,1,1,67870832.0,0.0,276994368.0
Maritime,1_analytic_mean,10032109,7531,7531,1,1,66919060.0,0.0,270893248.0
Maritime,1_analytic_mean,9100994,238,238,1,1,66717716.0,0.0,269673024.0
Maritime,1_analytic_mean,9914287,6620,6620,1,1,63307076.0,0.0,251369648.0
Maritime,1_analytic_mean,9465593,3099,3099,1,1,61238740.0,0.0,242828080.0
Maritime,1_analytic_mean,9396384,2563,2563,1,1,59219180.0,0.0,226965168.0
Maritime,1_analytic_mean,9285360,1687,1687,1,1,50890936.0,0.0,200730352.0
Maritime,1_analytic_mean,9653043,4571,4571,1,1,50866540.0,0.0,199510128.0
Maritime,1_analytic_mean,9387698,2492,2492,1,1,49231372.0,0.0,192798896.0
Maritime,1_analytic_mean,10040796,7599,7599,1,1,48334492.0,0.0,197679792.0
Maritime,1_analytic_mean,10284212,9512,9512,1,1,47407088.0,0.0,190968560.0
Maritime,1_analytic_mean,10095696,8026,8026,1,1,46900680.0,0.0,191578672.0
Maritime,1_analytic_mean,9365333,2316,2316,1,1,46394252.0,0.0,179986544.0
Maritime,1_analytic_mean,10118061,8203,8203,1,1,46192924.0,0.0,189138224.0
Maritime,1_analytic_mean,9484999,3247,3247,1,1,46131900.0,0.0,182426992.0
Maritime,1_analytic_mean,9730986,5185,5185,1,1,44441816.0,0.0,167174192.0
Maritime,1_analytic_mean,9294617,1758,1758,1,1,42794460.0,0.0,163513520.0
Maritime,1_analytic_mean,10256583,9298,9298,1,1,42281960.0,0.0,172055088.0
Maritime,1_analytic_mean,10236299,9138,9138,1,1,41903684.0,0.0,170834864.0
Maritime,1_analytic_mean,9350506,2198,2198,1,1,41171496.0,0.0,153141616.0
Maritime,1_analytic_mean,9540224,3682,3682,1,1,40402748.0,0.0,162903408.0
Maritime,1_analytic_mean,10297249,9615,9615,1,1,39670568.0,0.0,145210160.0
Maritime,1_analytic_mean,10221925,9023,9023,1,1,38920104.0,0.0,141549488.0
Maritime,1_analytic_mean,9902167,6526,6526,1,1,38560128.0,0.0,140939376.0
Maritime,1_analytic_mean,9810804,5808,5808,1,1,38065916.0,0.0,139109040.0
Maritime,1_analytic_mean,9510437,3446,3446,1,1,36839548.0,0.0,138498928.0
Savanes,1_analytic_mean,9722954,5122,5122,1,1,36249944.0,0.0,93349576.0
Maritime,1_analytic_mean,9475149,3172,3172,1,1,35985352.0,0.0,133618024.0
Maritime,1_analytic_mean,9679936,4784,4784,1,1,35820612.0,0.0,129957256.0
Savanes,1_analytic_mean,9507109,3420,3420,1,1,35750920.0,0.0,93959704.0
Maritime,1_analytic_mean,9109293,302,302,1,1,35680272.0,0.0,137278704.0
Savanes,1_analytic_mean,10080981,7910,7910,1,1,35622792.0,0.0,92739448.0
Savanes,1_analytic_mean,9190473,943,943,1,1,35555680.0,0.0,92739448.0
Savanes,1_analytic_mean,9586383,4043,4043,1,1,35543476.0,0.0,92739448.0
Maritime,1_analytic_mean,9985823,7172,7172,1,1,35503336.0,0.0,134228144.0
Savanes,1_analytic_mean,9076093,42,42,1,1,35433652.0,0.0,90298936.0
Savanes,1_analytic_mean,9460697,3061,3061,1,1,35377460.0,0.0,89688808.0
Savanes,1_analytic_mean,9337037,2094,2094,1,1,35292048.0,0.0,90298936.0
Savanes,1_analytic_mean,10346454,9998,9998,1,1,35282404.0,0.0,92739448.0
Savanes,1_analytic_mean,9530168,3605,3605,1,1,35275020.0,0.0,92739448.0
Savanes,1_analytic_mean,10104106,8094,8094,1,1,34925968.0,0.0,89688808.0
Savanes,1_analytic_mean,10023560,7467,7467,1,1,34872336.0,0.0,90909064.0
Savanes,1_analytic_mean,9288258,1708,1708,1,1,34752872.0,0.0,90298936.0
Savanes,1_analytic_mean,9911103,6596,6596,1,1,34745492.0,0.0,90298936.0
Savanes,1_analytic_mean,9258368,1473,1473,1,1,34730728.0,0.0,87248296.0
Savanes,1_analytic_mean,10271438,9413,9413,1,1,34551532.0,0.0,89078680.0
Savanes,1_analytic_mean,10066888,7803,7803,1,1,34311020.0,0.0,87248296.0
Savanes,1_analytic_mean,9707576,5000,5000,1,1,34283072.0,0.0,89078680.0
Savanes,1_analytic_mean,9634794,4427,4427,1,1,34115776.0,0.0,87858424.0
Savanes,1_analytic_mean,9877811,6333,6333,1,1,34037740.0,0.0,87858424.0
Savanes,1_analytic_mean,9744189,5292,5292,1,1,34024256.0,0.0,87248296.0
Savanes,1_analytic_mean,10307586,9694,9694,1,1,33969344.0,0.0,87248296.0
Savanes,1_analytic_mean,9856905,6170,6170,1,1,33951040.0,0.0,87858424.0
Savanes,1_analytic_mean,9558240,3821,3821,1,1,33947500.0,0.0,86638168.0
Savanes,1_analytic_mean,10338259,9937,9937,1,1,33689968.0,0.0,86028040.0
Maritime,1_analytic_mean,9659974,4626,4626,1,1,33578420.0,0.0,157412400.0
Savanes,1_analytic_mean,10016956,7413,7413,1,1,33476422.0,0.0,86638168.0
Savanes,1_analytic_mean,9817764,5863,5863,1,1,33357936.0,0.0,81757144.0
Maritime,1_analytic_mean,10237246,9145,9145,1,1,33303860.0,0.0,157412400.0
Maritime,1_analytic_mean,10275932,9448,9448,1,1,33300750.0,0.0,128126872.0
Savanes,1_analytic_mean,10267231,9381,9381,1,1,33239752.0,0.0,84807784.0
Maritime,1_analytic_mean,9605081,4194,4194,1,1,33087206.0,0.0,127516744.0
Savanes,1_analytic_mean,9621362,4321,4321,1,1,32946892.0,0.0,85417912.0
Maritime,1_analytic_mean,10042861,7614,7614,1,1,32898070.0,0.0,125076232.0
Maritime,1_analytic_mean,9208869,1085,1085,1,1,32794352.0,0.0,116534440.0
Savanes,1_analytic_mean,9695211,4905,4905,1,1,32733346.0,0.0,84807784.0
Maritime,1_analytic_mean,10295991,9606,9606,1,1,32599108.0,0.0,129957256.0
Savanes,1_analytic_mean,9989565,7201,7201,1,1,32312360.0,0.0,83587528.0
Maritime,1_analytic_mean,10241361,9178,9178,1,1,32251336.0,0.0,125686360.0
Savanes,1_analytic_mean,9138889,537,537,1,1,32176850.0,0.0,81757144.0
Maritime,1_analytic_mean,9228500,1240,1240,1,1,32135414.0,0.0,113483800.0
Maritime,1_analytic_mean,9809080,5795,5795,1,1,31988984.0,0.0,110433160.0
Maritime,1_analytic_mean,9309120,1873,1873,1,1,31866960.0,0.0,110433160.0
Savanes,1_analytic_mean,10094933,8021,8021,1,1,31805954.0,0.0,82977400.0
Maritime,1_analytic_mean,9104458,265,265,1,1,31513082.0,0.0,122025592.0
Maritime,1_analytic_mean,9379795,2431,2431,1,1,31317844.0,0.0,107992648.0
Maritime,1_analytic_mean,9925831,6707,6707,1,1,31305638.0,0.0,118974952.0
Maritime,1_analytic_mean,9631775,4403,4403,1,1,31262932.0,0.0,112263544.0
Maritime,1_analytic_mean,9380426,2436,2436,1,1,31171412.0,0.0,117754696.0
Maritime,1_analytic_mean,10029495,7512,7512,1,1,31110398.0,0.0,120805336.0
Maritime,1_analytic_mean,9941973,6831,6831,1,1,30835844.0,0.0,108602776.0
Maritime,1_analytic_mean,9703353,4968,4968,1,1,30658908.0,0.0,103721752.0
Maritime,1_analytic_mean,10316061,9761,9761,1,1,30567388.0,0.0,107382520.0
Maritime,1_analytic_mean,9405704,2634,2634,1,1,30512476.0,0.0,103111624.0
Maritime,1_analytic_mean,9146311,593,593,1,1,30305032.0,0.0,116534440.0
Maritime,1_analytic_mean,9208458,1082,1082,1,1,30286728.0,0.0,103721752.0
Maritime,1_analytic_mean,10000007,7279,7279,1,1,30213512.0,0.0,117754696.0
Maritime,1_analytic_mean,9905099,6547,6547,1,1,30128096.0,0.0,105552136.0
Maritime,1_analytic_mean,9669253,4699,4699,1,1,30115890.0,0.0,118974952.0
Maritime,1_analytic_mean,9094439,187,187,1,1,30048778.0,0.0,121415464.0
Maritime,1_analytic_mean,9247916,1393,1393,1,1,30024370.0,0.0,119585080.0
Maritime,1_analytic_mean,9923348,6689,6689,1,1,29701006.0,0.0,103721752.0
Maritime,1_analytic_mean,10042299,7610,7610,1,1,29615588.0,0.0,105552136.0
Maritime,1_analytic_mean,10063549,7778,7778,1,1,29548476.0,0.0,100671112.0
Maritime,1_analytic_mean,9982211,7145,7145,1,1,29524068.0,0.0,100060984.0
Maritime,1_analytic_mean,10340668,9955,9955,1,1,29487462.0,0.0,98840728.0
Maritime,1_analytic_mean,9440648,2905,2905,1,1,29402044.0,0.0,100060984.0
Maritime,1_analytic_mean,10274623,9439,9439,1,1,29103080.0,0.0,99450856.0
Maritime,1_analytic_mean,9690609,4868,4868,1,1,29072574.0,0.0,116534440.0
Maritime,1_analytic_mean,9995808,7248,7248,1,1,29029864.0,0.0,104942008.0
Maritime,1_analytic_mean,9606000,4200,4200,1,1,28974954.0,0.0,111043288.0
Maritime,1_analytic_mean,9162459,719,719,1,1,28926144.0,0.0,109212904.0
Maritime,1_analytic_mean,9510868,3449,3449,1,1,28798686.0,0.0,114093928.0
Maritime,1_analytic_mean,9971720,7065,7065,1,1,28724802.0,0.0,107382520.0
Maritime,1_analytic_mean,9270593,1570,1570,1,1,28700396.0,0.0,97620472.0
Maritime,1_analytic_mean,9540989,3687,3687,1,1,28688194.0,0.0,97620472.0
Maritime,1_analytic_mean,9944831,6853,6853,1,1,28654694.0,0.0,144600048.0
Maritime,1_analytic_mean,10016206,7407,7407,1,1,28654694.0,0.0,144600048.0
Maritime,1_analytic_mean,9760090,5414,5414,1,1,28654694.0,0.0,144600048.0
Maritime,1_analytic_mean,9979366,7124,7124,1,1,28578372.0,0.0,107992648.0
Maritime,1_analytic_mean,9164867,738,738,1,1,28386238.0,0.0,142159600.0
Maritime,1_analytic_mean,9438657,2889,2889,1,1,28352624.0,0.0,97620472.0
Maritime,1_analytic_mean,10122819,8240,8240,1,1,28297714.0,0.0,107382520.0
Maritime,1_analytic_mean,9937955,6800,6800,1,1,28285510.0,0.0,96400216.0
Maritime,1_analytic_mean,10306213,9683,9683,1,1,28285510.0,0.0,99450856.0
Maritime,1_analytic_mean,9409767,2666,2666,1,1,28163486.0,0.0,106162264.0
Maritime,1_analytic_mean,9423413,2774,2774,1,1,28078068.0,0.0,107382520.0
Maritime,1_analytic_mean,9244074,1363,1363,1,1,27895028.0,0.0,111043288.0
Maritime,1_analytic_mean,9152784,643,643,1,1,27870622.0,0.0,94569832.0
Savanes,1_analytic_mean,9340044,2117,2117,1,1,27809624.0,0.0,65893820.0
Savanes,1_analytic_mean,10067046,7804,7804,1,1,27742512.0,0.0,65893820.0
Maritime,1_analytic_mean,9865841,6239,6239,1,1,27632672.0,0.0,100060984.0
Savanes,1_analytic_mean,10072949,7848,7848,1,1,27461852.0,0.0,65893820.0
Maritime,1_analytic_mean,9359895,2273,2273,1,1,27425232.0,0.0,101281240.0
Maritime,1_analytic_mean,9649262,4542,4542,1,1,27413028.0,0.0,103111624.0
Savanes,1_analytic_mean,10036053,7562,7562,1,1,27382536.0,0.0,65893820.0
Maritime,1_analytic_mean,9705796,4986,4986,1,1,27333712.0,0.0,102501496.0
Savanes,1_analytic_mean,9433487,2851,2851,1,1,27327624.0,0.0,65283692.0
Maritime,1_analytic_mean,10014338,7393,7393,1,1,27321508.0,0.0,97010344.0
Savanes,1_analytic_mean,9205890,1062,1062,1,1,27254408.0,0.0,62843180.0
Maritime,1_analytic_mean,9479494,3204,3204,1,1,27236092.0,0.0,107992648.0
Maritime,1_analytic_mean,9758440,5402,5402,1,1,27236090.0,0.0,97010344.0
Maritime,1_analytic_mean,10050684,7677,7677,1,1,27229990.0,0.0,93349576.0
Savanes,1_analytic_mean,9636024,4436,4436,1,1,27168990.0,0.0,65893820.0
Savanes,1_analytic_mean,9076241,43,43,1,1,27101876.0,0.0,65283692.0
Savanes,1_analytic_mean,9989746,7202,7202,1,1,27034762.0,0.0,64673564.0
Savanes,1_analytic_mean,9558398,3822,3822,1,1,27022558.0,0.0,65283692.0
Maritime,1_analytic_mean,9201175,1026,1026,1,1,26955434.0,0.0,92129320.0
Maritime,1_analytic_mean,9648039,4533,4533,1,1,26955432.0,0.0,104331880.0
Maritime,1_analytic_mean,10011033,7368,7368,1,1,26863914.0,0.0,94569832.0
Savanes,1_analytic_mean,10244196,9200,9200,1,1,26839520.0,0.0,62233052.0
Savanes,1_analytic_mean,10095070,8022,8022,1,1,26821216.0,0.0,63453308.0
Savanes,1_analytic_mean,10023730,7468,7468,1,1,26772406.0,0.0,61622924.0
Maritime,1_analytic_mean,9282292,1665,1665,1,1,26686978.0,0.0,98230600.0
Maritime,1_analytic_mean,9749110,5331,5331,1,1,26686974.0,0.0,95790088.0
Maritime,1_analytic_mean,9436717,2875,2875,1,1,26662574.0,0.0,97620472.0
Maritime,1_analytic_mean,9825375,5921,5921,1,1,26619864.0,0.0,88468552.0
Maritime,1_analytic_mean,9825957,5925,5925,1,1,26540548.0,0.0,98840728.0
Savanes,1_analytic_mean,10094264,8016,8016,1,1,26491748.0,0.0,61012796.0
Maritime,1_analytic_mean,9107434,287,287,1,1,26482766.0,0.0,103721752.0
Maritime,1_analytic_mean,9684288,4819,4819,1,1,26418520.0,0.0,102501496.0
Savanes,1_analytic_mean,9308326,1867,1867,1,1,26406330.0,0.0,61622924.0
Savanes,1_analytic_mean,9507281,3421,3421,1,1,26351418.0,0.0,61012796.0
Maritime,1_analytic_mean,9858778,6184,6184,1,1,26339204.0,0.0,88468552.0
Maritime,1_analytic_mean,9948801,6884,6884,1,1,26339204.0,0.0,87858424.0
Savanes,1_analytic_mean,9571757,3929,3929,1,1,26320910.0,0.0,61622924.0
Savanes,1_analytic_mean,10271594,9414,9414,1,1,26272102.0,0.0,61012796.0
Maritime,1_analytic_mean,10318850,9783,9783,1,1,26272090.0,0.0,88468552.0
Maritime,1_analytic_mean,9579181,3986,3986,1,1,26269220.0,0.0,102501496.0
Maritime,1_analytic_mean,9551207,3767,3767,1,1,26259890.0,0.0,95790088.0
Savanes,1_analytic_mean,9288426,1709,1709,1,1,26253796.0,0.0,61012796.0
Maritime,1_analytic_mean,9569334,3910,3910,1,1,26253784.0,0.0,95790088.0
Savanes,1_analytic_mean,10074901,7862,7862,1,1,26247696.0,0.0,65283692.0
Maritime,1_analytic_mean,9191110,947,947,1,1,26192776.0,0.0,97010344.0
Savanes,1_analytic_mean,9460849,3062,3062,1,1,26113468.0,0.0,61622924.0
Maritime,1_analytic_mean,9518098,3508,3508,1,1,26107356.0,0.0,94569832.0
Maritime,1_analytic_mean,9524229,3556,3556,1,1,26082952.0,0.0,100060984.0
Maritime,1_analytic_mean,10233414,9115,9115,1,1,26058548.0,0.0,95790088.0
Savanes,1_analytic_mean,10183371,8718,8718,1,1,25979240.0,0.0,61622924.0
Maritime,1_analytic_mean,10164635,8571,8571,1,1,25924320.0,0.0,95179960.0
Maritime,1_analytic_mean,9716104,5067,5067,1,1,25924320.0,0.0,96400216.0
Savanes,1_analytic_mean,9779225,5563,5563,1,1,25893824.0,0.0,60402668.0
Savanes,1_analytic_mean,9915882,6632,6632,1,1,25869418.0,0.0,62233052.0
Savanes,1_analytic_mean,9530330,3606,3606,1,1,25851112.0,0.0,59792540.0
Savanes,1_analytic_mean,9368881,2345,2345,1,1,25845012.0,0.0,60402668.0
Maritime,1_analytic_mean,9840006,6036,6036,1,1,25808394.0,0.0,95790088.0
Maritime,1_analytic_mean,9915614,6630,6630,1,1,25765686.0,0.0,92739448.0
Savanes,1_analytic_mean,10307755,9695,9695,1,1,25710784.0,0.0,59792540.0
Savanes,1_analytic_mean,9656972,4603,4603,1,1,25686378.0,0.0,59792540.0
Maritime,1_analytic_mean,9455509,3020,3020,1,1,25652992.0,0.0,98840728.0
Maritime,1_analytic_mean,10068032,7811,7811,1,1,25635908.0,0.0,134838256.0
Savanes,1_analytic_mean,9621521,4322,4322,1,1,25631466.0,0.0,60402668.0
Savanes,1_analytic_mean,9795639,5692,5692,1,1,25613164.0,0.0,59792540.0
Savanes,1_analytic_mean,10081140,7911,7911,1,1,25607062.0,0.0,59792540.0
Savanes,1_analytic_mean,9884726,6388,6388,1,1,25600962.0,0.0,59792540.0
Savanes,1_analytic_mean,10027502,7496,7496,1,1,25576556.0,0.0,62233052.0
Savanes,1_analytic_mean,9782942,5593,5593,1,1,25564352.0,0.0,60402668.0
Maritime,1_analytic_mean,9210271,1095,1095,1,1,25546040.0,0.0,97010344.0
Maritime,1_analytic_mean,10128634,8286,8286,1,1,25546040.0,0.0,98230600.0
Savanes,1_analytic_mean,9817956,5864,5864,1,1,25533848.0,0.0,59792540.0
Maritime,1_analytic_mean,10205678,8896,8896,1,1,25533836.0,0.0,85417912.0
Savanes,1_analytic_mean,10346610,9999,9999,1,1,25527748.0,0.0,59792540.0
Savanes,1_analytic_mean,10281008,9486,9486,1,1,25521644.0,0.0,59792540.0
Maritime,1_analytic_mean,9552713,3778,3778,1,1,25478924.0,0.0,91519192.0
Savanes,1_analytic_mean,9916023,6633,6633,1,1,25466734.0,0.0,59792540.0
Savanes,1_analytic_mean,10071532,7837,7837,1,1,25442330.0,0.0,59792540.0
Savanes,1_analytic_mean,9190620,944,944,1,1,25430124.0,0.0,59792540.0
Savanes,1_analytic_mean,9340701,2122,2122,1,1,25417922.0,0.0,59792540.0
Savanes,1_analytic_mean,10267386,9382,9382,1,1,25405718.0,0.0,59792540.0
Maritime,1_analytic_mean,9805479,5767,5767,1,1,25405710.0,0.0,82977400.0
Maritime,1_analytic_mean,9378018,2418,2418,1,1,25387408.0,0.0,92129320.0
Maritime,1_analytic_mean,9154591,658,658,1,1,25356898.0,0.0,87858424.0
Savanes,1_analytic_mean,9770907,5500,5500,1,1,25350808.0,0.0,62233052.0
Savanes,1_analytic_mean,10167252,8590,8590,1,1,25320302.0,0.0,60402668.0
Savanes,1_analytic_mean,9723112,5123,5123,1,1,25308098.0,0.0,59792540.0
Savanes,1_analytic_mean,9337191,2095,2095,1,1,25247086.0,0.0,58572284.0
Savanes,1_analytic_mean,9878450,6337,6337,1,1,25240984.0,0.0,59182412.0
Savanes,1_analytic_mean,9449420,2973,2973,1,1,25186074.0,0.0,59792540.0
Maritime,1_analytic_mean,9203389,1043,1043,1,1,25186066.0,0.0,90298936.0
Maritime,1_analytic_mean,9747766,5320,5320,1,1,25177094.0,0.0,98230600.0
Savanes,1_analytic_mean,9289117,1714,1714,1,1,25173870.0,0.0,59792540.0
Savanes,1_analytic_mean,9877968,6334,6334,1,1,25161668.0,0.0,59792540.0
Maritime,1_analytic_mean,10137888,8361,8361,1,1,25125052.0,0.0,82367272.0
Savanes,1_analytic_mean,9248209,1395,1395,1,1,25106756.0,0.0,59792540.0
Savanes,1_analytic_mean,9475435,3174,3174,1,1,25094554.0,0.0,60402668.0
Maritime,1_analytic_mean,9644318,4504,4504,1,1,25009128.0,0.0,94569832.0
Savanes,1_analytic_mean,9258517,1474,1474,1,1,24972528.0,0.0,59182412.0
Maritime,1_analytic_mean,9790520,5653,5653,1,1,24972522.0,0.0,91519192.0
Savanes,1_analytic_mean,9317441,1938,1938,1,1,24954228.0,0.0,58572284.0
Savanes,1_analytic_mean,9634947,4428,4428,1,1,24948124.0,0.0,58572284.0
Savanes,1_analytic_mean,9690895,4870,4870,1,1,24948122.0,0.0,60402668.0
Maritime,1_analytic_mean,9537392,3660,3660,1,1,24905406.0,0.0,88468552.0
Savanes,1_analytic_mean,9852763,6137,6137,1,1,24893212.0,0.0,58572284.0
Savanes,1_analytic_mean,10284503,9514,9514,1,1,24893212.0,0.0,59182412.0
Maritime,1_analytic_mean,9346571,2168,2168,1,1,24887104.0,0.0,91519192.0
Savanes,1_analytic_mean,9627444,4369,4369,1,1,24881010.0,0.0,59182412.0
Maritime,1_analytic_mean,9832830,5980,5980,1,1,24837924.0,0.0,131177512.0
Savanes,1_analytic_mean,10338414,9938,9938,1,1,24813898.0,0.0,59182412.0
Savanes,1_analytic_mean,9201462,1028,1028,1,1,24813896.0,0.0,59182412.0
Savanes,1_analytic_mean,10011446,7371,7371,1,1,24813896.0,0.0,58572284.0
Savanes,1_analytic_mean,9794858,5686,5686,1,1,24813894.0,0.0,59792540.0
Maritime,1_analytic_mean,9347595,2175,2175,1,1,24777278.0,0.0,80536888.0
Maritime,1_analytic_mean,9947154,6872,6872,1,1,24771178.0,0.0,88468552.0
Savanes,1_analytic_mean,9744341,5293,5293,1,1,24734578.0,0.0,57962156.0
Maritime,1_analytic_mean,9480220,3209,3209,1,1,24707296.0,0.0,94569832.0
Maritime,1_analytic_mean,10248472,9233,9233,1,1,24697962.0,0.0,81147016.0
Maritime,1_analytic_mean,9991871,7219,7219,1,1,24685760.0,0.0,88468552.0
Savanes,1_analytic_mean,9586543,4044,4044,1,1,24679668.0,0.0,58572284.0
Maritime,1_analytic_mean,9102390,248,248,1,1,24661354.0,0.0,85417912.0
Savanes,1_analytic_mean,9745429,5301,5301,1,1,24649160.0,0.0,59792540.0
Savanes,1_analytic_mean,9574089,3946,3946,1,1,24612554.0,0.0,57352028.0
Savanes,1_analytic_mean,9814375,5836,5836,1,1,24612552.0,0.0,59792540.0
Savanes,1_analytic_mean,9695938,4910,4910,1,1,24600352.0,0.0,57962156.0
Savanes,1_analytic_mean,9709018,5010,5010,1,1,24588148.0,0.0,59792540.0
Savanes,1_analytic_mean,9244371,1365,1365,1,1,24588148.0,0.0,59792540.0
Savanes,1_analytic_mean,10043151,7616,7616,1,1,24588148.0,0.0,59792540.0
Savanes,1_analytic_mean,9383703,2462,2462,1,1,24569842.0,0.0,59182412.0
Maritime,1_analytic_mean,10292524,9579,9579,1,1,24539330.0,0.0,90909064.0
Savanes,1_analytic_mean,9485314,3249,3249,1,1,24533238.0,0.0,57352028.0
Savanes,1_analytic_mean,9364557,2310,2310,1,1,24514932.0,0.0,57962156.0
Savanes,1_analytic_mean,9902475,6528,6528,1,1,24508832.0,0.0,59792540.0
Savanes,1_analytic_mean,9154854,660,660,1,1,24508832.0,0.0,59182412.0
Maritime,1_analytic_mean,9615629,4276,4276,1,1,24502722.0,0.0,82367272.0
Savanes,1_analytic_mean,10005077,7319,7319,1,1,24478322.0,0.0,59792540.0
Savanes,1_analytic_mean,9926123,6709,6709,1,1,24453920.0,0.0,58572284.0
Savanes,1_analytic_mean,9234572,1289,1289,1,1,24441718.0,0.0,59182412.0
Savanes,1_analytic_mean,9553004,3780,3780,1,1,24441718.0,0.0,59182412.0
Savanes,1_analytic_mean,9629864,4388,4388,1,1,24441718.0,0.0,59182412.0
Savanes,1_analytic_mean,9911256,6597,6597,1,1,24435618.0,0.0,57352028.0
Savanes,1_analytic_mean,9380702,2438,2438,1,1,24374604.0,0.0,58572284.0
Savanes,1_analytic_mean,10112150,8156,8156,1,1,24368502.0,0.0,59792540.0
Maritime,1_analytic_mean,9614165,4265,4265,1,1,24325786.0,0.0,91519192.0
Maritime,1_analytic_mean,10030623,7520,7520,1,1,24325786.0,0.0,91519192.0
Maritime,1_analytic_mean,9260229,1488,1488,1,1,24246468.0,0.0,82977400.0
Savanes,1_analytic_mean,9418568,2737,2737,1,1,24234274.0,0.0,58572284.0
Savanes,1_analytic_mean,9805764,5769,5769,1,1,24234272.0,0.0,57962156.0
Savanes,1_analytic_mean,10299964,9636,9636,1,1,24167160.0,0.0,57352028.0
Savanes,1_analytic_mean,9503695,3395,3395,1,1,24161060.0,0.0,57352028.0
Maritime,1_analytic_mean,10122953,8241,8241,1,1,24147374.0,0.0,125686360.0
Maritime,1_analytic_mean,9928886,6729,6729,1,1,24142748.0,0.0,87248296.0
Maritime,1_analytic_mean,9421396,2759,2759,1,1,24124444.0,0.0,90298936.0
Savanes,1_analytic_mean,9731265,5187,5187,1,1,24100046.0,0.0,57352028.0
Savanes,1_analytic_mean,10066303,7799,7799,1,1,24087842.0,0.0,57962156.0
Savanes,1_analytic_mean,9255187,1449,1449,1,1,24075640.0,0.0,57962156.0
Savanes,1_analytic_mean,9680234,4786,4786,1,1,24026832.0,0.0,57352028.0
Savanes,1_analytic_mean,9698587,4930,4930,1,1,24026832.0,0.0,56131772.0
Savanes,1_analytic_mean,9112333,326,326,1,1,24020728.0,0.0,57352028.0
Savanes,1_analytic_mean,10343852,9979,9979,1,1,24020728.0,0.0,57352028.0
Savanes,1_analytic_mean,9510728,3448,3448,1,1,24008526.0,0.0,57962156.0
Savanes,1_analytic_mean,9722842,5121,5121,1,1,23953616.0,0.0,56741900.0
Savanes,1_analytic_mean,9270914,1572,1572,1,1,23947516.0,0.0,56131772.0
Savanes,1_analytic_mean,9923630,6691,6691,1,1,23941412.0,0.0,57962156.0
Savanes,1_analytic_mean,10297526,9617,9617,1,1,23935312.0,0.0,56741900.0
Savanes,1_analytic_mean,9502889,3389,3389,1,1,23935312.0,0.0,56741900.0
Savanes,1_analytic_mean,9802881,5747,5747,1,1,23935312.0,0.0,57352028.0
Savanes,1_analytic_mean,10303233,9661,9661,1,1,23935310.0,0.0,57352028.0
Savanes,1_analytic_mean,9209179,1087,1087,1,1,23868198.0,0.0,56131772.0
Maritime,1_analytic_mean,9814103,5834,5834,1,1,23855988.0,0.0,86028040.0
Savanes,1_analytic_mean,9397956,2574,2574,1,1,23843792.0,0.0,58572284.0
Savanes,1_analytic_mean,9914568,6622,6622,1,1,23794982.0,0.0,56741900.0
Savanes,1_analytic_mean,9998271,7266,7266,1,1,23776676.0,0.0,57352028.0
Maritime,1_analytic_mean,9835728,6003,6003,1,1,23752264.0,0.0,95179960.0
Savanes,1_analytic_mean,9360205,2275,2275,1,1,23727868.0,0.0,56741900.0
Savanes,1_analytic_mean,9695369,4906,4906,1,1,23715668.0,0.0,54301388.0
Maritime,1_analytic_mean,9348237,2179,2179,1,1,23692652.0,0.0,91519192.0
Savanes,1_analytic_mean,9287497,1702,1702,1,1,23685162.0,0.0,54301388.0
Maritime,1_analytic_mean,10208498,8917,8917,1,1,23657874.0,0.0,89688808.0
Savanes,1_analytic_mean,9703652,4970,4970,1,1,23648552.0,0.0,56741900.0
Savanes,1_analytic_mean,10205966,8898,8898,1,1,23642448.0,0.0,57352028.0
Savanes,1_analytic_mean,9195915,985,985,1,1,23611944.0,0.0,56741900.0
Maritime,1_analytic_mean,9314249,1913,1913,1,1,23566356.0,0.0,89688808.0
Savanes,1_analytic_mean,9635777,4434,4434,1,1,23563132.0,0.0,57352028.0
Savanes,1_analytic_mean,9942258,6833,6833,1,1,23550934.0,0.0,53691260.0
Savanes,1_analytic_mean,9130550,471,471,1,1,23544832.0,0.0,53691260.0
Maritime,1_analytic_mean,10260999,9331,9331,1,1,23520416.0,0.0,85417912.0
Savanes,1_analytic_mean,9507858,3425,3425,1,1,23502122.0,0.0,52471004.0
Savanes,1_analytic_mean,9994825,7241,7241,1,1,23459414.0,0.0,53691260.0
Savanes,1_analytic_mean,9210550,1097,1097,1,1,23447210.0,0.0,54911516.0
Savanes,1_analytic_mean,9632048,4405,4405,1,1,23435008.0,0.0,56131772.0
Maritime,1_analytic_mean,9840712,6041,6041,1,1,23432128.0,0.0,89688808.0
Savanes,1_analytic_mean,9240534,1336,1336,1,1,23422806.0,0.0,56131772.0
Savanes,1_analytic_mean,9821944,5896,5896,1,1,23422804.0,0.0,56741900.0
Savanes,1_analytic_mean,9241210,1341,1341,1,1,23404502.0,0.0,53691260.0
Savanes,1_analytic_mean,10104253,8095,8095,1,1,23398402.0,0.0,57352028.0
