geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Lacs,1_analytic_mean,28950,23,2001,1,1,118080.07,0,768750.38
Comoé,1_analytic_mean,28950,23,2001,1,1,348090.22,0,1230000.38
Lagunes,1_analytic_mean,28955,23,2001,1,1,187267.58,0,1076250.38
Comoé,1_analytic_mean,28955,23,2001,1,1,886215.25,0,3536250.5
Zanzan,1_analytic_mean,29068,24,2002,1,1,49815.03,0,461250.34
Montagnes,1_analytic_mean,29075,24,2002,1,1,16605.01,0,153750.09
Sassandra-Marahoué,1_analytic_mean,29082,24,2002,1,1,389295.12,0,2613750.5
Lagunes,1_analytic_mean,29091,24,2002,1,1,16605.01,0,153750.09
District Autonome d'Abidjan,1_analytic_mean,29091,24,2002,1,1,282285.09,0,2613750.5
Montagnes,1_analytic_mean,29248,25,2003,1,1,454792.69,0,2613750.5
Montagnes,1_analytic_mean,29249,25,2003,1,1,1052572.75,0,5996250.5
Zanzan,1_analytic_mean,29316,25,2003,1,1,16605.01,0,153750.09
Lacs,1_analytic_mean,29317,25,2003,1,1,1210935.5,0,2921250.5
Comoé,1_analytic_mean,29317,25,2003,1,1,1323480.12,0,5535000.5
Zanzan,1_analytic_mean,29317,25,2003,1,1,18221784,0,62576848
Valleé du Bandama,1_analytic_mean,29317,25,2003,1,1,537202.75,0,1076250.38
Woroba,1_analytic_mean,29368,26,2004,1,1,33210.02,0,307500.22
Comoé,1_analytic_mean,29369,26,2004,1,1,66420.04,0,615000.38
Savanes,1_analytic_mean,29448,26,2004,1,1,1014135.25,0,4920000.5
Denguele,1_analytic_mean,29448,26,2004,1,1,202950.12,0,922500.38
Woroba,1_analytic_mean,29448,26,2004,1,1,166972.59,0,1383750.38
Bas-Sassandra,1_analytic_mean,29453,26,2004,1,1,8253608,0,22601326
0,1_analytic_mean,29453,26,2004,1,1,1469235.75,0,2613750.5
Bas-Sassandra,1_analytic_mean,29513,27,2005,1,1,1160197.75,0,6150000.5
Montagnes,1_analytic_mean,29527,27,2005,1,1,1198942.88,0,6303750.5
Montagnes,1_analytic_mean,29528,27,2005,1,1,158977.58,0,615000.38
Woroba,1_analytic_mean,29528,27,2005,1,1,16605.01,0,153750.09
Comoé,1_analytic_mean,29546,27,2005,1,1,133762.59,0,922500.38
Lagunes,1_analytic_mean,29602,27,2005,1,1,10030038,0,19065030
Comoé,1_analytic_mean,29602,27,2005,1,1,26908506,0,64883128
Western North,1_analytic_mean,29602,27,2005,1,1,214020.12,0,615000.38
Montagnes,1_analytic_mean,29640,28,2006,1,1,1491682.88,0,5227500.5
N'Zerekore,1_analytic_mean,29640,28,2006,1,1,16605.01,0,153750.09
Lagunes,1_analytic_mean,29658,28,2006,1,1,339480.09,0,2152500.5
Bas-Sassandra,1_analytic_mean,29730,29,2007,1,1,137452.58,0,461250.34
Lagunes,1_analytic_mean,29732,29,2007,1,1,221400.09,0,1230000.38
Montagnes,1_analytic_mean,29788,29,2007,1,1,16605.01,0,153750.09
Lacs,1_analytic_mean,29830,29,2007,1,1,16605.01,0,153750.09
Lacs,1_analytic_mean,29850,29,2007,1,1,784432.62,0,4920000.5
Lagunes,1_analytic_mean,29850,29,2007,1,1,2725065.25,0,14452501
Lacs,1_analytic_mean,29941,30,2008,1,1,594090.12,0,3228750.5
Lagunes,1_analytic_mean,29941,30,2008,1,1,49815.03,0,461250.34
Comoé,1_analytic_mean,29941,30,2008,1,1,652207.81,0,2152500.5
Savanes,1_analytic_mean,29953,30,2008,1,1,33210.02,0,307500.22
Zanzan,1_analytic_mean,29960,30,2008,1,1,4163550.5,0,14760001
Valleé du Bandama,1_analytic_mean,29960,30,2008,1,1,129150.08,0,153750.09
Comoé,1_analytic_mean,30071,31,2009,1,1,1223850.38,0,5381250.5
Western North,1_analytic_mean,30071,31,2009,1,1,16605.01,0,153750.09
Lacs,1_analytic_mean,30086,31,2009,1,1,66420.04,0,615000.38
Comoé,1_analytic_mean,30086,31,2009,1,1,363772.72,0,1537500.38
Denguele,1_analytic_mean,30126,31,2009,1,1,163282.59,0,307500.22
Zanzan,1_analytic_mean,30126,31,2009,1,1,1036890.31,0,3075000.5
Savanes,1_analytic_mean,30164,31,2009,1,1,1172805.25,0,5842500.5
Valleé du Bandama,1_analytic_mean,30168,31,2009,1,1,66420.04,0,615000.38
Comoé,1_analytic_mean,30203,32,2010,1,1,682650.31,0,2460000.5
Zanzan,1_analytic_mean,30203,32,2010,1,1,49815.03,0,461250.34
Valleé du Bandama,1_analytic_mean,30240,32,2010,1,1,33210.02,0,307500.22
Woroba,1_analytic_mean,30240,32,2010,1,1,16605.01,0,153750.09
Savanes,1_analytic_mean,30282,32,2010,1,1,1463700.5,0,4612500.5
Cascades,1_analytic_mean,30282,32,2010,1,1,218940.12,0,307500.22
Lacs,1_analytic_mean,30282,32,2010,1,1,2979675.5,0,7226250.5
Zanzan,1_analytic_mean,30282,32,2010,1,1,3797318,0,8763751
Valleé du Bandama,1_analytic_mean,30282,32,2010,1,1,1295190.38,0,4766250.5
Bas-Sassandra,1_analytic_mean,30291,32,2010,1,1,674962.75,0,3536250.5
Gôh-Djiboua,1_analytic_mean,30291,32,2010,1,1,33210.02,0,307500.22
Montagnes,1_analytic_mean,30291,32,2010,1,1,250920.12,0,1845000.38
Bas-Sassandra,1_analytic_mean,30316,32,2010,1,1,3177398,0,6765000.5
River Ghee,1_analytic_mean,30316,32,2010,1,1,258300.16,0,307500.22
Maryland,1_analytic_mean,30316,32,2010,1,1,3117743.25,0,4151250.5
0,1_analytic_mean,30316,32,2010,1,1,34132.52,0,153750.09
Bas-Sassandra,1_analytic_mean,30325,32,2010,1,1,516600.31,0,1691250.38
Montagnes,1_analytic_mean,30325,32,2010,1,1,2534723,0,7841250.5
River Ghee,1_analytic_mean,30325,32,2010,1,1,70110.04,0,153750.09
