countrycode,sidx,return_period,loss
MW,Sample1,2,29963.464844
MW,Sample1,5,115005.125
MW,Sample1,10,191026.21875
MW,Sample1,15,230668.125
MW,Sample1,20,251414.09375
MW,Sample1,50,309863.46875
MW,Sample1,75,329150.75
MW,Sample1,100,340604.53125
MW,Sample1,200,371634.0625
MW,Sample1,250,383284.28125
MW,Sample1,500,421056.8125
MW,Sample1,750,445755.0
MW,Sample1,1000,471407.75
