geogname1,sidx,return_period,loss
Vallée du Bandama,Sample1,20,3316.944336
Vallée du Bandama,Sample1,50,4849.890137
Vallée du Bandama,Sample1,75,5791.12793
Vallée du Bandama,Sample1,100,6274.091309
Vallée du Bandama,Sample1,200,7655.512695
Vallée du Bandama,Sample1,250,8185.734863
Vallée du Bandama,Sample1,500,9242.463867
Vallée du Bandama,Sample1,750,10074.322266
Vallée du Bandama,Sample1,1000,10413.336914
Woroba,Sample1,2,18.972
Woroba,Sample1,5,376.278046
Woroba,Sample1,10,1716.964722
Woroba,Sample1,15,2242.910156
Woroba,Sample1,20,2583.355713
Woroba,Sample1,50,4505.862793
Woroba,Sample1,75,5197.286621
Woroba,Sample1,100,5524.037598
Woroba,Sample1,200,6472.642578
Woroba,Sample1,250,6826.78125
Woroba,Sample1,500,7332.726562
Woroba,Sample1,750,8139.50293
Woroba,Sample1,1000,8676.591797
Zanzan,Sample1,2,0.0
Zanzan,Sample1,5,1271.123535
Zanzan,Sample1,10,2662.405273
Zanzan,Sample1,15,3562.190186
Zanzan,Sample1,20,4420.481445
Zanzan,Sample1,50,11269.400391
Zanzan,Sample1,75,12355.129883
Zanzan,Sample1,100,12934.295898
Zanzan,Sample1,200,14419.012695
Zanzan,Sample1,250,14778.984375
Zanzan,Sample1,500,15756.109375
Zanzan,Sample1,750,16079.34668
Zanzan,Sample1,1000,16733.105469
