geogname1,sidx,return_period,loss
Sud Comoe,Sample1,200,2784.599121
Sud Comoe,Sample1,250,2873.051025
Sud Comoe,Sample1,300,2873.051025
Sud Comoe,Sample1,400,2873.051025
Sud Comoe,Sample1,500,2958.226807
Sud Comoe,Sample1,600,2958.226807
Sud Comoe,Sample1,700,2958.226807
Sud Comoe,Sample1,800,3330.905029
Sud Comoe,Sample1,900,4432.296875
Sud Comoe,Sample1,1000,4628.987793
Sud Comoe,Sample1,1500,4949.379395
Sud-ouest,Sample1,2,0.0
Sud-ouest,Sample1,5,0.0
Sud-ouest,Sample1,10,0.0
Sud-ouest,Sample1,20,0.0
Sud-ouest,Sample1,25,0.0
Sud-ouest,Sample1,50,16.379998999999998
Sud-ouest,Sample1,75,32.759998
Sud-ouest,Sample1,100,32.759998
Sud-ouest,Sample1,150,32.759998
Sud-ouest,Sample1,200,32.759998
Sud-ouest,Sample1,250,32.759998
Sud-ouest,Sample1,300,32.759998
Sud-ouest,Sample1,400,32.759998
Sud-ouest,Sample1,500,32.759998
Sud-ouest,Sample1,600,32.759998
Sud-ouest,Sample1,700,32.759998
Sud-ouest,Sample1,800,32.759998
Sud-ouest,Sample1,900,32.759998
Sud-ouest,Sample1,1000,32.759998
Sud-ouest,Sample1,1500,32.759998
Upper East,Sample1,2,0.0
Upper East,Sample1,5,393.447632
Upper East,Sample1,10,1408.680298
Upper East,Sample1,20,9815.141602
Upper East,Sample1,25,11532.946289
Upper East,Sample1,50,15055.405272999997
Upper East,Sample1,75,18052.113281
Upper East,Sample1,100,21550.824219
Upper East,Sample1,150,25988.474609
Upper East,Sample1,200,28721.972656
Upper East,Sample1,250,30032.449219
Upper East,Sample1,300,31197.0625
Upper East,Sample1,400,33249.902344
Upper East,Sample1,500,35486.667969
Upper East,Sample1,600,37672.015625
Upper East,Sample1,700,38786.460938
Upper East,Sample1,800,40357.074219
Upper East,Sample1,900,40795.359375
Upper East,Sample1,1000,42184.054688
Upper East,Sample1,1500,44907.742188
Upper West,Sample1,2,0.0
Upper West,Sample1,5,305.931641
Upper West,Sample1,10,2109.478271
Upper West,Sample1,20,5825.979492
Upper West,Sample1,25,6630.494629
Upper West,Sample1,50,8024.24707
Upper West,Sample1,75,8983.393555
Upper West,Sample1,100,11788.25293
Upper West,Sample1,150,15556.795897999997
Upper West,Sample1,200,16659.9375
Upper West,Sample1,250,17744.974609
Upper West,Sample1,300,18608.009766
Upper West,Sample1,400,19369.986328
Upper West,Sample1,500,20449.837891
Upper West,Sample1,600,21017.349609
Upper West,Sample1,700,21285.160156
Upper West,Sample1,800,21694.482422
Upper West,Sample1,900,22052.228516
Upper West,Sample1,1000,22501.927734
Upper West,Sample1,1500,23954.470703
Volta,Sample1,2,0.0
Volta,Sample1,5,4812.097168
Volta,Sample1,10,58591.55078099999
Volta,Sample1,20,72308.0
Volta,Sample1,25,74185.804688
Volta,Sample1,50,79665.09375
Volta,Sample1,75,82996.8125
Volta,Sample1,100,86609.4375
Volta,Sample1,150,90514.21875
Volta,Sample1,200,95664.382812
Volta,Sample1,250,100208.820312
Volta,Sample1,300,102880.125
Volta,Sample1,400,105758.296875
Volta,Sample1,500,108973.078125
Volta,Sample1,600,115029.36718800002
Volta,Sample1,700,116568.96093800002
Volta,Sample1,800,117278.46875
Volta,Sample1,900,117615.625
Volta,Sample1,1000,117905.640625
Volta,Sample1,1500,120553.515625
Western,Sample1,2,0.0
Western,Sample1,5,7692.029297
Western,Sample1,10,42158.820312
Western,Sample1,20,53808.33203099999
Western,Sample1,25,58899.30859400001
Western,Sample1,50,69572.492188
Western,Sample1,75,80588.226562
Western,Sample1,100,87763.929688
Western,Sample1,150,100322.171875
Western,Sample1,200,110615.42968800002
Western,Sample1,250,117610.28906199998
Western,Sample1,300,125801.55468800002
Western,Sample1,400,157753.6875
Western,Sample1,500,166918.1875
Western,Sample1,600,199904.40625
Western,Sample1,700,244188.671875
Western,Sample1,800,256220.53125
Western,Sample1,900,294312.8125
Western,Sample1,1000,300121.25
Western,Sample1,1500,302100.40625
Western North,Sample1,2,0.0
Western North,Sample1,5,1461.096191
Western North,Sample1,10,11803.413086
Western North,Sample1,20,20416.0
Western North,Sample1,25,21513.476562
Western North,Sample1,50,26411.066406
Western North,Sample1,75,28915.845702999995
Western North,Sample1,100,30820.578125
Western North,Sample1,150,33741.40625
Western North,Sample1,200,35089.242188
Western North,Sample1,250,36153.855469
Western North,Sample1,300,38572.675781
Western North,Sample1,400,40717.179688
Western North,Sample1,500,42561.808594
Western North,Sample1,600,45636.925781
Western North,Sample1,700,47680.5625
Western North,Sample1,800,48040.660156
Western North,Sample1,900,48411.011719
Western North,Sample1,1000,49648.070312
Western North,Sample1,1500,51947.199219
Zanzan,Sample1,2,0.0
Zanzan,Sample1,5,0.0
Zanzan,Sample1,10,42.587997
Zanzan,Sample1,20,147.419998
Zanzan,Sample1,25,147.419998
Zanzan,Sample1,50,147.419998
Zanzan,Sample1,75,147.419998
Zanzan,Sample1,100,147.419998
Zanzan,Sample1,150,147.419998
Zanzan,Sample1,200,147.419998
Zanzan,Sample1,250,147.419998
Zanzan,Sample1,300,153.972
Zanzan,Sample1,400,196.559998
Zanzan,Sample1,500,304.667999
Zanzan,Sample1,600,304.667999
Zanzan,Sample1,700,304.667999
Zanzan,Sample1,800,304.667999
Zanzan,Sample1,900,304.667999
Zanzan,Sample1,1000,304.667999
Zanzan,Sample1,1500,304.667999
