countrycode,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
GH,2_sample_mean,10012485,7379,7379,1,1,151730912.0,,625256256.0
GH,2_sample_mean,9937955,6800,6800,1,1,151707424.0,,454231616.0
GH,2_sample_mean,9092466,171,171,1,1,151459040.0,,673528640.0
GH,2_sample_mean,9852763,6137,6137,1,1,151383008.0,,350904576.0
GH,2_sample_mean,9515684,3489,3489,1,1,151356768.0,,607256384.0
GH,2_sample_mean,9574754,3951,3951,1,1,151289136.0,,403693440.0
GH,2_sample_mean,9814375,5836,5836,1,1,151201328.0,,351313792.0
GH,2_sample_mean,9110560,311,311,1,1,150952944.0,,512544896.0
GH,2_sample_mean,10091729,7995,7995,1,1,150914608.0,,551211328.0
GH,2_sample_mean,9995976,7249,7249,1,1,150881968.0,,298524928.0
GH,2_sample_mean,9934582,6774,6774,1,1,150878016.0,,614006336.0
GH,2_sample_mean,10030623,7520,7520,1,1,150868976.0,,302003264.0
GH,2_sample_mean,9865841,6239,6239,1,1,150822176.0,,307118464.0
GH,2_sample_mean,9710845,5024,5024,1,1,150803872.0,,516841664.0
GH,2_sample_mean,9347877,2177,2177,1,1,150643200.0,,340878784.0
GH,2_sample_mean,9745429,5301,5301,1,1,150592688.0,,345175552.0
GH,2_sample_mean,9221608,1185,1185,1,1,150583664.0,,572279360.0
GH,2_sample_mean,9561908,3850,3850,1,1,150548336.0,,356019776.0
GH,2_sample_mean,9551207,3767,3767,1,1,150256816.0,,291772864.0
GH,2_sample_mean,9631113,4397,4397,1,1,150223664.0,,520933824.0
GH,2_sample_mean,9232654,1272,1272,1,1,150079328.0,,609915456.0
GH,2_sample_mean,9179100,852,852,1,1,149802448.0,,611960896.0
GH,2_sample_mean,9662099,4642,4642,1,1,149792416.0,,316939648.0
GH,2_sample_mean,9391784,2525,2525,1,1,149764160.0,,618506304.0
GH,2_sample_mean,9330177,2041,2041,1,1,149721456.0,,256784896.0
GH,2_sample_mean,9829663,5954,5954,1,1,149382160.0,,617688128.0
GH,2_sample_mean,10317261,9770,9770,1,1,149333440.0,,666165056.0
GH,2_sample_mean,9476129,3179,3179,1,1,149133744.0,,334331328.0
GH,2_sample_mean,10203089,8875,8875,1,1,149009120.0,,471009472.0
GH,2_sample_mean,9378178,2419,2419,1,1,148980064.0,,284816192.0
GH,2_sample_mean,9419244,2742,2742,1,1,148943632.0,,616665408.0
GH,2_sample_mean,9416003,2716,2716,1,1,148744448.0,,394076864.0
GH,2_sample_mean,10069581,7822,7822,1,1,148729744.0,,503542144.0
GH,2_sample_mean,9952283,6911,6911,1,1,148683328.0,,540370496.0
GH,2_sample_mean,9948956,6885,6885,1,1,148520880.0,,307527680.0
GH,2_sample_mean,9821944,5896,5896,1,1,148235888.0,,402261184.0
GH,2_sample_mean,10342551,9969,9969,1,1,148197184.0,,369728512.0
GH,2_sample_mean,9725340,5141,5141,1,1,148124080.0,,614824512.0
GH,2_sample_mean,9426865,2799,2799,1,1,148112528.0,,507634304.0
GH,2_sample_mean,9106326,278,278,1,1,148025216.0,,537711424.0
GH,2_sample_mean,9134694,504,504,1,1,147944576.0,,580256576.0
GH,2_sample_mean,10232056,9104,9104,1,1,147927168.0,,612369984.0
GH,2_sample_mean,9281153,1655,1655,1,1,147886992.0,,568393024.0
GH,2_sample_mean,9268455,1552,1552,1,1,147784288.0,,294841984.0
GH,2_sample_mean,9370262,2356,2356,1,1,147757760.0,,613188160.0
GH,2_sample_mean,9701272,4951,4951,1,1,147745232.0,,295865024.0
GH,2_sample_mean,9093688,181,181,1,1,147668784.0,,254124992.0
GH,2_sample_mean,9851752,6129,6129,1,1,147321184.0,,601529152.0
GH,2_sample_mean,9147890,605,605,1,1,147236720.0,,314279744.0
GH,2_sample_mean,9186018,907,907,1,1,147156480.0,,293409728.0
GH,2_sample_mean,9908789,6577,6577,1,1,147114992.0,,285020800.0
GH,2_sample_mean,9274092,1595,1595,1,1,147086928.0,,497199296.0
GH,2_sample_mean,9191264,948,948,1,1,146978384.0,,286862272.0
GH,2_sample_mean,9717288,5076,5076,1,1,146907712.0,,364408704.0
GH,2_sample_mean,9486584,3258,3258,1,1,146680448.0,,303435520.0
GH,2_sample_mean,10278604,9468,9468,1,1,146637312.0,,579642944.0
GH,2_sample_mean,9864136,6225,6225,1,1,146380816.0,,292182080.0
GH,2_sample_mean,9755627,5380,5380,1,1,146330976.0,,498017728.0
GH,2_sample_mean,10045959,7638,7638,1,1,146093232.0,,504974400.0
GH,2_sample_mean,10312767,9735,9735,1,1,145842112.0,,606438208.0
GH,2_sample_mean,9295393,1764,1764,1,1,145784480.0,,423949632.0
GH,2_sample_mean,9690139,4864,4864,1,1,145713904.0,,537506880.0
GH,2_sample_mean,9361411,2284,2284,1,1,145661120.0,,581688384.0
GH,2_sample_mean,10041911,7607,7607,1,1,145546528.0,,542620480.0
GH,2_sample_mean,9982090,7144,7144,1,1,145471072.0,,585370176.0
GH,2_sample_mean,9567709,3897,3897,1,1,145433616.0,,444205824.0
GH,2_sample_mean,10302297,9654,9654,1,1,145353008.0,,389166272.0
GH,2_sample_mean,9906699,6560,6560,1,1,145266736.0,,277450304.0
GH,2_sample_mean,9750667,5342,5342,1,1,145235744.0,,381800384.0
GH,2_sample_mean,9472911,3155,3155,1,1,145190416.0,,288499136.0
GH,2_sample_mean,9508023,3426,3426,1,1,145168320.0,,279700992.0
GH,2_sample_mean,10143160,8403,8403,1,1,145099072.0,,659824192.0
GH,2_sample_mean,9395060,2551,2551,1,1,144776272.0,,499449984.0
GH,2_sample_mean,9274152,1596,1596,1,1,144775120.0,,596824640.0
GH,2_sample_mean,9620144,4311,4311,1,1,144711056.0,,605210944.0
GH,2_sample_mean,10307364,9691,9691,1,1,144704128.0,,511112640.0
GH,2_sample_mean,10222077,9024,9024,1,1,144555968.0,,282360896.0
GH,2_sample_mean,10209082,8922,8922,1,1,144474496.0,,602960960.0
GH,2_sample_mean,9895647,6473,6473,1,1,144450688.0,,367682432.0
GH,2_sample_mean,9414736,2705,2705,1,1,144430192.0,,521752256.0
GH,2_sample_mean,10018138,7421,7421,1,1,144280976.0,,518273920.0
GH,2_sample_mean,9545802,3723,3723,1,1,144246848.0,,574324800.0
GH,2_sample_mean,9825670,5923,5923,1,1,144113456.0,,401442752.0
GH,2_sample_mean,9106506,280,280,1,1,144086208.0,,284611584.0
GH,2_sample_mean,9126026,435,435,1,1,143877952.0,,241030080.0
GH,2_sample_mean,9517728,3505,3505,1,1,143727264.0,,578211136.0
GH,2_sample_mean,9783827,5600,5600,1,1,143607696.0,,599688256.0
GH,2_sample_mean,9764865,5451,5451,1,1,143508064.0,,538325056.0
GH,2_sample_mean,9571920,3930,3930,1,1,143441008.0,,288089920.0
GH,2_sample_mean,10287805,9539,9539,1,1,143430192.0,,581892928.0
GH,2_sample_mean,9611122,4241,4241,1,1,143330064.0,,238984000.0
GH,2_sample_mean,9780791,5575,5575,1,1,143084432.0,,591915584.0
GH,2_sample_mean,9355831,2241,2241,1,1,142899184.0,,283179328.0
GH,2_sample_mean,9836723,6011,6011,1,1,142873008.0,,499449984.0
GH,2_sample_mean,9365488,2317,2317,1,1,142755760.0,,274176576.0
GH,2_sample_mean,9414793,2706,2706,1,1,142620448.0,,599279168.0
GH,2_sample_mean,9073651,21,21,1,1,142536576.0,,508657344.0
GH,2_sample_mean,9522627,3543,3543,1,1,142478576.0,,315712000.0
GH,2_sample_mean,10168594,8600,8600,1,1,142445008.0,,273971968.0
GH,2_sample_mean,10207645,8911,8911,1,1,142409456.0,,596620096.0
GH,2_sample_mean,9657131,4604,4604,1,1,142329248.0,,290954432.0
GH,2_sample_mean,9461450,3066,3066,1,1,142304864.0,,336172800.0
GH,2_sample_mean,9405859,2635,2635,1,1,142050736.0,,280110208.0
GH,2_sample_mean,9199965,1017,1017,1,1,141911424.0,,297501888.0
GH,2_sample_mean,9909530,6583,6583,1,1,141522736.0,,308959936.0
GH,2_sample_mean,9187408,919,919,1,1,141254976.0,,590279232.0
GH,2_sample_mean,9619791,4308,4308,1,1,141243680.0,,379549696.0
GH,2_sample_mean,9715773,5065,5065,1,1,141189104.0,,590483776.0
GH,2_sample_mean,9423020,2771,2771,1,1,141131088.0,,538529600.0
GH,2_sample_mean,10202735,8872,8872,1,1,140891328.0,,566961216.0
GH,2_sample_mean,10192973,8794,8794,1,1,140825280.0,,382618816.0
GH,2_sample_mean,9618035,4294,4294,1,1,140609216.0,,590279232.0
GH,2_sample_mean,10273403,9429,9429,1,1,140452640.0,,289726784.0
GH,2_sample_mean,9536368,3652,3652,1,1,140404576.0,,575142976.0
GH,2_sample_mean,9418319,2735,2735,1,1,140392896.0,,300980224.0
GH,2_sample_mean,9601955,4170,4170,1,1,140212320.0,,596415552.0
GH,2_sample_mean,9812166,5818,5818,1,1,140191568.0,,552029504.0
GH,2_sample_mean,9635493,4432,4432,1,1,140168416.0,,278268736.0
GH,2_sample_mean,9102023,245,245,1,1,140157440.0,,508043520.0
