countrycode,sidx,return_period,loss
MZ,Sample1,1000.0,701599.375
MZ,Sample1,750.0,687029.8125
MZ,Sample1,500.0,657040.625
MZ,Sample1,250.0,625826.0625
MZ,Sample1,200.0,613350.0
MZ,Sample1,100.0,569433.625
MZ,Sample1,75.0,551118.3125
MZ,Sample1,50.0,517746.71875
MZ,Sample1,20.0,402831.375
MZ,Sample1,15.0,350313.875
MZ,Sample1,10.0,282272.34375
MZ,Sample1,5.0,171816.09375
MZ,Sample1,2.0,37391.757812
