countrycode,sidx,return_period,loss
MZ,Sample1,1000.0,471893.6875
MZ,Sample1,750.0,465351.84375
MZ,Sample1,500.0,441533.5
MZ,Sample1,250.0,412023.0625
MZ,Sample1,200.0,406823.75
MZ,Sample1,100.0,383913.0
MZ,Sample1,75.0,367922.875
MZ,Sample1,50.0,342435.34375
MZ,Sample1,20.0,246351.734375
MZ,Sample1,15.0,205532.640625
MZ,Sample1,10.0,152962.46875
MZ,Sample1,5.0,82946.945312
MZ,Sample1,2.0,13748.822266
