geogname1,sidx,return_period,loss
Manica,Sample1,15.0,14481.889648
Manica,Sample1,10.0,11352.458984
Manica,Sample1,5.0,6205.568848
Manica,Sample1,2.0,44.528
Maputo,Sample1,1000.0,319631.03125
Maputo,Sample1,750.0,258575.5625
Maputo,Sample1,500.0,214070.421875
Maputo,Sample1,250.0,176146.28125
Maputo,Sample1,200.0,169866.03125
Maputo,Sample1,100.0,143156.390625
Maputo,Sample1,75.0,131522.328125
Maputo,Sample1,50.0,117387.476562
Maputo,Sample1,20.0,68481.445312
Maputo,Sample1,15.0,48546.121094
Maputo,Sample1,10.0,32761.095703
Maputo,Sample1,5.0,7140.538086
Maputo,Sample1,2.0,0.0
Nampula,Sample1,1000.0,129163.390625
Nampula,Sample1,750.0,124705.898438
Nampula,Sample1,500.0,116842.59375
Nampula,Sample1,250.0,98590.265625
Nampula,Sample1,200.0,92577.21875
Nampula,Sample1,100.0,68422.796875
Nampula,Sample1,75.0,60357.382812
Nampula,Sample1,50.0,46892.195312
Nampula,Sample1,20.0,26897.308594
Nampula,Sample1,15.0,22796.929688
Nampula,Sample1,10.0,17447.330078
Nampula,Sample1,5.0,8693.477539
Nampula,Sample1,2.0,619.343323
Niassa,Sample1,1000.0,43263.578125
Niassa,Sample1,750.0,42197.703125
Niassa,Sample1,500.0,40884.964844
Niassa,Sample1,250.0,38327.726562
Niassa,Sample1,200.0,37418.175781
Niassa,Sample1,100.0,33435.546875
Niassa,Sample1,75.0,31997.816406
Niassa,Sample1,50.0,29872.714844
Niassa,Sample1,20.0,22309.179688
Niassa,Sample1,15.0,16988.808594
Niassa,Sample1,10.0,10081.101562
Niassa,Sample1,5.0,4531.725586
Niassa,Sample1,2.0,471.591919
Sofala,Sample1,1000.0,254971.546875
Sofala,Sample1,750.0,252874.765625
Sofala,Sample1,500.0,241519.578125
Sofala,Sample1,250.0,222109.984375
Sofala,Sample1,200.0,216709.625
Sofala,Sample1,100.0,189506.328125
Sofala,Sample1,75.0,178939.71875
Sofala,Sample1,50.0,156733.28125
Sofala,Sample1,20.0,89476.84375
Sofala,Sample1,15.0,76258.015625
Sofala,Sample1,10.0,58255.703125
Sofala,Sample1,5.0,18758.515625
Sofala,Sample1,2.0,95.127998
Tete,Sample1,1000.0,89609.023438
Tete,Sample1,750.0,87881.992188
Tete,Sample1,500.0,85063.039062
Tete,Sample1,250.0,78428.976562
Tete,Sample1,200.0,77012.453125
Tete,Sample1,100.0,68962.898438
Tete,Sample1,75.0,64809.445312
Tete,Sample1,50.0,57398.445312
Tete,Sample1,20.0,35907.523438
Tete,Sample1,15.0,33373.375
Tete,Sample1,10.0,29714.232422
Tete,Sample1,5.0,18410.320312
Tete,Sample1,2.0,710.423523
Zambezia,Sample1,1000.0,143507.5625
Zambezia,Sample1,750.0,139487.328125
Zambezia,Sample1,500.0,135623.5
Zambezia,Sample1,250.0,126363.351562
Zambezia,Sample1,200.0,116081.640625
Zambezia,Sample1,100.0,93915.171875
Zambezia,Sample1,75.0,86348.703125
Zambezia,Sample1,50.0,75894.0
Zambezia,Sample1,20.0,57023.703125
Zambezia,Sample1,15.0,50695.453125
Zambezia,Sample1,10.0,38929.46875
Zambezia,Sample1,5.0,18333.583984
Zambezia,Sample1,2.0,1638.480713
